,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
5941,5941,81026700,TV Show,My First First Love,South Korea," July 26, 2019",2019,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows","Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",2019,,Older Kids,South Korea,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
5942,5942,70242311,TV Show,Orange Is the New Black,United States," July 26, 2019",2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",2019,,Adults,United States,"['TV Comedies', 'TV Dramas']"
5943,5943,80201328,TV Show,Sugar Rush,United States," July 26, 2019",2019,TV-PG,2 Seasons,Reality TV,Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.,2019,,Older Kids,United States,['Reality TV']
5944,5944,80130521,TV Show,The Worst Witch,"United Kingdom, Germany"," July 26, 2019",2019,TV-Y7,3 Seasons,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",2019,,Older Kids,United Kingdom,"['British TV Shows', ""Kids' TV""]"
5945,5945,80045811,TV Show,Popples,"United States, France"," July 24, 2016",2016,TV-Y,3 Seasons,Kids' TV,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",2016,,Kids,United States,"[""Kids' TV""]"
5946,5946,80057611,TV Show,Beat Bugs,"Australia, Canada"," July 21, 2019",2018,TV-Y,3 Seasons,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",2019,,Kids,Australia,"[""Kids' TV""]"
5947,5947,80201750,TV Show,Deep Undercover Collection,United States," July 20, 2018",2017,TV-14,3 Seasons,"Crime TV Shows, Docuseries","Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations.",2018,,Teens,United States,"['Crime TV Shows', 'Docuseries']"
5948,5948,80205440,TV Show,Fix It and Finish It,United States," July 20, 2018",2014,TV-G,3 Seasons,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day.",2018,,Kids,United States,['Reality TV']
5949,5949,80089198,TV Show,Home: Adventures with Tip & Oh,United States," July 20, 2018",2018,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","A misfit alien named Oh moves in with Tip and her family, in a series that picks up the dynamic duo's adventures where the hit film left off.",2018,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
5950,5950,80202146,TV Show,Luna Petunia: Return to Amazia,"Canada, United States"," July 20, 2018",2018,TV-Y,2 Seasons,Kids' TV,"Luna Petunia returns to magical Amazia, adding memories to her scrapbook with old friends – and a new pal from the Animal Empire.",2018,,Kids,Canada,"[""Kids' TV""]"
5951,5951,80201773,TV Show,Origins Collection,United States," July 20, 2018",2018,TV-PG,3 Seasons,Docuseries,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",2018,,Older Kids,United States,['Docuseries']
5952,5952,80036416,TV Show,Good Witch,"United States, Canada"," July 2, 2019",2018,TV-PG,4 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",2019,,Older Kids,United States,"['TV Dramas', 'TV Sci-Fi & Fantasy']"
5953,5953,80171362,TV Show,Comedians in Cars Getting Coffee,United States," July 19, 2019",2019,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy.",2019,,Teens,United States,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']"
5954,5954,80192098,TV Show,La casa de papel,Spain," July 19, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,2019,,Adults,Spain,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
5955,5955,80091742,TV Show,Last Chance U,United States," July 19, 2019",2019,TV-MA,4 Seasons,Docuseries,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2019,,Adults,United States,['Docuseries']
5956,5956,80160037,TV Show,Queer Eye,United States," July 19, 2019",2019,TV-14,4 Seasons,Reality TV,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",2019,,Teens,United States,['Reality TV']
5957,5957,80179782,TV Show,The Epic Tales of Captain Underpants,United States," July 19, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.,2019,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
5958,5958,80182950,TV Show,"Can't Cope, Won't Cope",Ireland," July 19, 2018",2018,TV-MA,2 Seasons,"TV Comedies, TV Dramas","In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",2018,,Adults,Ireland,"['TV Comedies', 'TV Dramas']"
5959,5959,70153374,TV Show,Intelligence,Canada," July 19, 2017",2007,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.,2017,,Teens,Canada,"['Crime TV Shows', 'TV Dramas']"
5960,5960,70143843,TV Show,Glee,United States," July 18, 2015",2015,TV-PG,6 Seasons,"TV Comedies, TV Dramas, Teen TV Shows","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners.",2015,,Older Kids,United States,"['TV Comedies', 'TV Dramas', 'Teen TV Shows']"
5961,5961,80175934,TV Show,Pinky Malinky,United States," July 17, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
5962,5962,80100105,TV Show,Wynonna Earp,"Canada, United States"," July 16, 2019",2018,TV-14,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,2019,,Teens,Canada,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']"
5963,5963,80211384,TV Show,The Joel McHale Show with Joel McHale,United States," July 15, 2018",2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.",2018,,Adults,United States,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']"
5964,5964,80025553,TV Show,H2O: Mermaid Adventures,"Germany, Australia"," July 15, 2015",2015,TV-Y7,2 Seasons,Kids' TV,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,2015,,Older Kids,Germany,"[""Kids' TV""]"
5965,5965,80179784,TV Show,3Below: Tales of Arcadia,United States," July 12, 2019",2019,TV-Y7-FV,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2019,,Older Kids,United States,"[""Kids' TV"", 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']"
5966,5966,80141270,TV Show,Bonus Family,Sweden," July 12, 2019",2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas","A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.",2019,,Adults,Sweden,"['International TV Shows', 'TV Dramas']"
5967,5967,80224279,TV Show,"Nightmare Tenants, Slum Landlords",United States," July 12, 2019",2016,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.,2019,,Adults,United States,"['British TV Shows', 'International TV Shows', 'Reality TV']"
5968,5968,80118092,TV Show,Mossad 101,Israel," July 11, 2018",2017,TV-14,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.",2018,,Teens,Israel,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']"
5969,5969,80217151,TV Show,Baby Ballroom,United Kingdom," July 10, 2018",2018,TV-14,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.",2018,,Teens,United Kingdom,"['British TV Shows', 'International TV Shows', 'Reality TV']"
5970,5970,80177803,TV Show,Drug Lords,United States," July 10, 2018",2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018,,Adults,United States,"['Crime TV Shows', 'Docuseries']"
5971,5971,81064394,TV Show,Hatchimals | Adventures in Hatchtopia,United States," July 1, 2019",2018,TV-Y,2 Seasons,Kids' TV,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia.",2019,,Kids,United States,"[""Kids' TV""]"
5972,5972,80142000,TV Show,Tayo the Little Bus,South Korea," July 1, 2019",2014,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2019,,Kids,South Korea,"[""Kids' TV"", 'Korean TV Shows']"
5973,5973,81100135,TV Show,Zombie Dumb,United States," July 1, 2019",2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies","While living alone in a spooky town, a young girl befriends a motley crew of zombie children with diverse personalities.",2019,,Older Kids,United States,"[""Kids' TV"", 'Korean TV Shows', 'TV Comedies']"
5974,5974,70142386,TV Show,NCIS,United States," July 1, 2018",2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.,2018,,Teens,United States,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries']"
5975,5975,80004462,TV Show,Being Mary Jane: The Series,United States," July 1, 2017",2016,TV-14,4 Seasons,"Romantic TV Shows, TV Dramas",Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,2017,,Teens,United States,"['Romantic TV Shows', 'TV Dramas']"
5976,5976,70152640,TV Show,Cheers,United States," July 1, 2017",1992,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",2017,,Older Kids,United States,"['Classic & Cult TV', 'TV Comedies']"
5977,5977,80021966,TV Show,El Barco,Spain," July 1, 2017",2013,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.,2017,,Adults,Spain,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']"
5978,5978,80103470,TV Show,Hostages,Israel," July 1, 2017",2016,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",The night before a surgeon is set to operate on a prime minister her family is held hostage by gunmen who insist she kill him or her family will die.,2017,,Adults,Israel,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
5979,5979,80149594,TV Show,Intersection,Turkey," July 1, 2017",2016,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good.",2017,,Teens,Turkey,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
5980,5980,70155574,TV Show,The Andy Griffith Show,United States," July 1, 2017",1967,TV-G,8 Seasons,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters.",2017,,Kids,United States,"['Classic & Cult TV', 'TV Comedies']"
5981,5981,70172488,TV Show,The Twilight Zone (Original Series),United States," July 1, 2017",1963,TV-PG,4 Seasons,"Classic & Cult TV, TV Sci-Fi & Fantasy","Hosted by creator Rod Serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary.",2017,,Older Kids,United States,"['Classic & Cult TV', 'TV Sci-Fi & Fantasy']"
5982,5982,70153408,TV Show,Twin Peaks,United States," July 1, 2017",1990,TV-MA,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas","""Who killed Laura Palmer?"" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.",2017,,Adults,United States,"['Classic & Cult TV', 'Crime TV Shows', 'TV Dramas']"
5983,5983,80157645,TV Show,Unriddle,Singapore," July 1, 2017",2012,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",2017,,Teens,Singapore,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
5984,5984,80022632,TV Show,Between,Canada," July 1, 2016",2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",2016,,Teens,Canada,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
5985,5985,70305883,TV Show,Marco Polo,United States," July 1, 2016",2016,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas","Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court.",2016,,Adults,United States,"['TV Action & Adventure', 'TV Dramas']"
5986,5986,70136129,TV Show,The Tudors,"Ireland, Canada, United States, United Kingdom"," January 8, 2018",2010,TV-MA,4 Seasons,TV Dramas,All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.,2018,,Adults,Ireland,['TV Dramas']
5987,5987,70175670,TV Show,Episodes,"United States, United Kingdom"," January 6, 2018",2017,TV-MA,5 Seasons,"Classic & Cult TV, TV Comedies","Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character.",2018,,Adults,United States,"['Classic & Cult TV', 'TV Comedies']"
5988,5988,80133187,TV Show,Tales by Light,Australia," January 5, 2019",2018,TV-PG,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",2019,,Older Kids,Australia,"['Docuseries', 'International TV Shows', 'Science & Nature TV']"
5989,5989,80133335,TV Show,Call My Agent!,France," January 4, 2019",2018,TV-MA,3 Seasons,"International TV Shows, TV Comedies, TV Dramas","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis.",2019,,Adults,France,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
5990,5990,80136311,TV Show,Anne with an E,Canada," January 3, 2020",2018,TV-PG,2 Seasons,"International TV Shows, TV Dramas","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",2020,,Older Kids,Canada,"['International TV Shows', 'TV Dramas']"
5991,5991,80064235,TV Show,The Ministry of Time,Spain," January 28, 2018",2017,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.,2018,,Adults,Spain,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Action & Adventure']"
5992,5992,80008434,TV Show,Z Nation,United States," January 27, 2019",2018,TV-14,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror","A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",2019,,Teens,United States,"['TV Action & Adventure', 'TV Comedies', 'TV Horror']"
5993,5993,80018988,TV Show,The Adventures of Puss in Boots,United States," January 26, 2018",2018,TV-Y7-FV,6 Seasons,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.",2018,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
5994,5994,80030346,TV Show,Club of Crows,Mexico," January 25, 2019",2019,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”,2019,,Adults,Mexico,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']"
5995,5995,80152118,TV Show,Medici: Masters of Florence,"Italy, United Kingdom, France"," January 25, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas","After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",2019,,Adults,Italy,"['International TV Shows', 'TV Dramas']"
5996,5996,80084164,TV Show,The Shannara Chronicles,"United States, New Zealand"," January 22, 2018",2018,TV-14,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.",2018,,Teens,United States,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']"
5997,5997,80117498,TV Show,Marvel's The Punisher,United States," January 18, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,2019,,Adults,United States,"['Crime TV Shows', 'TV Action & Adventure', 'TV Thrillers']"
5998,5998,80213025,TV Show,The World's Most Extraordinary Homes,United Kingdom," January 18, 2019",2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.,2019,,Kids,United Kingdom,"['British TV Shows', 'Docuseries', 'International TV Shows']"
5999,5999,80141782,TV Show,Hip-Hop Evolution,Canada," January 17, 2020",2019,TV-MA,3 Seasons,"Docuseries, International TV Shows","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.",2020,,Adults,Canada,"['Docuseries', 'International TV Shows']"
6000,6000,80082647,TV Show,Friday Night Tykes,United States," January 17, 2018",2017,TV-PG,4 Seasons,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.",2018,,Older Kids,United States,"['Docuseries', 'Reality TV']"
6001,6001,80126991,TV Show,Yunus Emre,Turkey," January 17, 2017",2016,TV-PG,2 Seasons,"International TV Shows, TV Dramas","During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",2017,,Older Kids,Turkey,"['International TV Shows', 'TV Dramas']"
6002,6002,81011059,TV Show,Booba,Russia," January 16, 2020",2019,TV-Y,3 Seasons,"Kids' TV, TV Comedies","The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",2020,,Kids,Russia,"[""Kids' TV"", 'TV Comedies']"
6003,6003,70205024,TV Show,Soul Eater,Japan," January 16, 2020",2009,TV-14,4 Seasons,"Anime Series, International TV Shows","Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.",2020,,Teens,Japan,"['Anime Series', 'International TV Shows']"
6004,6004,70285368,TV Show,Rita,Denmark," January 16, 2018",2017,TV-MA,4 Seasons,"International TV Shows, TV Comedies, TV Dramas","Independent, outspoken and adored by her students, schoolteacher Rita fares less well with adults in this comedy-drama from Denmark.",2018,,Adults,Denmark,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
6005,6005,80017537,TV Show,Grace and Frankie,United States," January 15, 2020",2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas","They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",2020,,Adults,United States,"['TV Comedies', 'TV Dramas']"
6006,6006,70180293,TV Show,The Cat in the Hat Knows a Lot About That!,"Canada, United Kingdom, United States"," January 15, 2017",2014,TV-Y,2 Seasons,Kids' TV,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",2017,,Kids,Canada,"[""Kids' TV""]"
6007,6007,70143842,TV Show,Parks and Recreation,United States," January 13, 2016",2015,TV-14,7 Seasons,TV Comedies,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",2016,,Teens,United States,['TV Comedies']
6008,6008,80158104,TV Show,Taken,"France, United States"," January 12, 2019",2018,TV-14,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers","After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.",2019,,Teens,France,"['Crime TV Shows', 'TV Action & Adventure', 'TV Thrillers']"
6009,6009,80117694,TV Show,Disjointed,United States," January 12, 2018",2018,TV-MA,2 Seasons,TV Comedies,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,2018,,Adults,United States,['TV Comedies']
6010,6010,80117485,TV Show,Friends from College,United States," January 11, 2019",2019,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",2019,,Adults,United States,"['Romantic TV Shows', 'TV Comedies']"
6011,6011,81033895,TV Show,Hardy Bucks,Ireland," January 11, 2019",2018,TV-MA,4 Seasons,TV Comedies,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo.",2019,,Adults,Ireland,['TV Comedies']
6012,6012,70301529,TV Show,Horrid Henry,United Kingdom," January 11, 2019",2019,TV-G,2 Seasons,"British TV Shows, Kids' TV, TV Comedies","To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool.",2019,,Kids,United Kingdom,"['British TV Shows', ""Kids' TV"", 'TV Comedies']"
6013,6013,80153272,TV Show,Sin Senos sí Hay Paraíso,"United States, Colombia"," January 11, 2019",2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",2019,,Adults,United States,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
6014,6014,80178941,TV Show,Harvey Street Kids,United States," January 10, 2020",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",2020,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
6015,6015,70288470,TV Show,Pocoyo,"Spain, United Kingdom"," January 10, 2019",2017,TV-Y,4 Seasons,"Kids' TV, Spanish-Language TV Shows",Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.,2019,,Kids,Spain,"[""Kids' TV"", 'Spanish-Language TV Shows']"
6016,6016,70267476,TV Show,Saint Seiya,Japan," January 1, 2020",1986,TV-PG,3 Seasons,Anime Series,A band of young warriors in magical armor vow to defend the reincarnation of Greek goddess Athena against evil forces and to return her to the throne.,2020,,Older Kids,Japan,['Anime Series']
6017,6017,80107514,TV Show,Border Security: America's Front Line,Canada," January 1, 2020",2018,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Reality TV",This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.,2020,,Teens,Canada,"['Crime TV Shows', 'International TV Shows', 'Reality TV']"
6018,6018,70302614,TV Show,Mia and Me,"Netherlands, Germany, Italy, Canada"," January 1, 2020",2015,TV-Y,2 Seasons,Kids' TV,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",2020,,Kids,Netherlands,"[""Kids' TV""]"
6019,6019,80016571,TV Show,Rurouni Kenshin,Japan," January 1, 2020",1998,TV-14,3 Seasons,"Anime Series, International TV Shows","A nomadic swordsman arrives at a martial arts school in Meiji-era Japan, where he lands in the middle of a conflict involving the opium trade.",2020,,Teens,Japan,"['Anime Series', 'International TV Shows']"
6020,6020,80050008,TV Show,A Series of Unfortunate Events,United States," January 1, 2019",2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies","The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.",2019,,Older Kids,United States,"[""Kids' TV"", 'TV Action & Adventure', 'TV Comedies']"
6021,6021,81008236,TV Show,COMEDIANS of the world,United States," January 1, 2019",2019,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.,2019,,Adults,United States,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']"
6022,6022,80226864,TV Show,The Paper,Croatia," January 1, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A construction magnate takes over a struggling newspaper and attempts to wield editorial influence for power and personal gain.,2019,,Adults,Croatia,"['International TV Shows', 'TV Dramas']"
6023,6023,70136126,TV Show,Dexter,United States," January 1, 2018",2013,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.",2018,,Adults,United States,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries']"
6024,6024,70204981,TV Show,Fullmetal Alchemist: Brotherhood,Japan," January 1, 2018",2010,TV-14,5 Seasons,"Anime Series, International TV Shows",After both suffer physical damage – brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.,2018,,Teens,Japan,"['Anime Series', 'International TV Shows']"
6025,6025,80020971,TV Show,Huntik: Secrets and Seekers,"United States, Italy"," January 1, 2018",2011,TV-Y7,2 Seasons,Kids' TV,"A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.",2018,,Older Kids,United States,"[""Kids' TV""]"
6026,6026,80041601,TV Show,Lovesick,United Kingdom," January 1, 2018",2018,TV-MA,3 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows","In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners.",2018,,Adults,United Kingdom,"['British TV Shows', 'International TV Shows', 'Romantic TV Shows']"
6027,6027,70157196,TV Show,The Inbetweeners,United Kingdom," January 1, 2018",2010,TV-MA,3 Seasons,"British TV Shows, TV Comedies",This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,2018,,Adults,United Kingdom,"['British TV Shows', 'TV Comedies']"
6028,6028,70158330,TV Show,Star Trek: Deep Space Nine,United States," January 1, 2017",1999,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission.",2017,,Older Kids,United States,"['TV Action & Adventure', 'TV Sci-Fi & Fantasy']"
