,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
5245,5245,80231066,Movie,Babam ve Oğlum,Turkey,"April 30, 2018",2005,TV-14,112 min,"Dramas, International Movies","Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.",2018,April,Teens,Turkey,"['Dramas', 'International Movies']"
5247,5247,80175333,Movie,Running Shaadi,India,"April 30, 2018",2017,TV-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",2018,April,Teens,India,"['Comedies', 'International Movies', 'Romantic Movies']"
5248,5248,80198419,Movie,The Price of Success,France,"April 30, 2018",2017,TV-MA,92 min,"Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",2018,April,Adults,France,"['Dramas', 'International Movies']"
5249,5249,70130142,Movie,14 Blades,"Hong Kong, China, Singapore","April 3, 2019",2010,R,113 min,"Action & Adventure, International Movies","In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.",2019,April,Adults,Hong Kong,"['Action & Adventure', 'International Movies']"
5250,5250,81026008,Movie,Ricardo Quevedo: Los amargados somos más,United States,"April 3, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",2019,April,Adults,United States,['Stand-Up Comedy']
5251,5251,81062674,Movie,Suzzanna: Buried Alive,Indonesia,"April 3, 2019",2018,TV-MA,126 min,"Horror Movies, International Movies","After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",2019,April,Adults,Indonesia,"['Horror Movies', 'International Movies']"
5253,5253,80217689,Movie,Fary Is the New Black,France,"April 3, 2018",2018,TV-MA,75 min,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",2018,April,Adults,France,['Stand-Up Comedy']
5254,5254,80235025,Movie,Honey: Rise Up and Dance,United States,"April 3, 2018",2018,PG-13,100 min,Dramas,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.",2018,April,Teens,United States,['Dramas']
5255,5255,80164904,Movie,Ittefaq,India,"April 3, 2018",2017,TV-14,105 min,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",2018,April,Teens,India,"['Dramas', 'International Movies', 'Thrillers']"
5256,5256,81015498,Movie,Burning,South Korea,"April 29, 2019",2018,TV-MA,148 min,"Dramas, Independent Movies, International Movies",An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,2019,April,Adults,South Korea,"['Dramas', 'Independent Movies', 'International Movies']"
5257,5257,80157889,Movie,CRD,India,"April 29, 2019",2016,TV-MA,110 min,"Comedies, Dramas, Independent Movies","At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",2019,April,Adults,India,"['Comedies', 'Dramas', 'Independent Movies']"
5258,5258,81094082,Movie,Teen Aur Aadha,India,"April 29, 2019",2018,TV-MA,119 min,"Dramas, Independent Movies, International Movies","At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.",2019,April,Adults,India,"['Dramas', 'Independent Movies', 'International Movies']"
5259,5259,80048940,Movie,Special Correspondents,"Canada, United Kingdom, United States","April 29, 2016",2016,TV-MA,101 min,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",2016,April,Adults,Canada,['Comedies']
5260,5260,80044093,Movie,Team Foxcatcher,United States,"April 29, 2016",2016,TV-14,91 min,"Documentaries, Sports Movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",2016,April,Teens,United States,"['Documentaries', 'Sports Movies']"
5261,5261,80161826,Movie,2015 Dream Concert,South Korea,"April 28, 2017",2015,TV-PG,107 min,"International Movies, Music & Musicals","The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.",2017,April,Older Kids,South Korea,"['International Movies', 'Music & Musicals']"
5262,5262,80044562,Movie,A Murder in the Park,United States,"April 28, 2017",2014,PG-13,91 min,Documentaries,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999.",2017,April,Teens,United States,['Documentaries']
5263,5263,80142316,Movie,Casting JonBenet,"United States, Australia, China","April 28, 2017",2017,TV-14,81 min,Documentaries,Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.,2017,April,Teens,United States,['Documentaries']
5266,5266,80128715,Movie,Rodney King,United States,"April 28, 2017",2017,TV-MA,53 min,Dramas,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.,2017,April,Adults,United States,['Dramas']
5267,5267,80164212,Movie,Small Crimes,"Canada, United States","April 28, 2017",2017,TV-MA,95 min,"Dramas, Thrillers","After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.",2017,April,Adults,Canada,"['Dramas', 'Thrillers']"
5270,5270,80096782,Movie,American Honey,"United Kingdom, United States","April 27, 2019",2016,R,163 min,"Dramas, Independent Movies","A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip.",2019,April,Adults,United Kingdom,"['Dramas', 'Independent Movies']"
5272,5272,80164864,Movie,Candy Jar,United States,"April 27, 2018",2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018,April,Teens,United States,"['Children & Family Movies', 'Dramas', 'Romantic Movies']"
5274,5274,80162993,Movie,Holy Goalie,Spain,"April 27, 2018",2017,TV-14,95 min,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,2018,April,Teens,Spain,"['Comedies', 'International Movies', 'Sports Movies']"
5278,5278,80149821,Movie,The Rachel Divide,United States,"April 27, 2018",2018,TV-MA,105 min,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",2018,April,Adults,United States,['Documentaries']
5279,5279,80183328,Movie,The Week Of,United States,"April 27, 2018",2018,TV-14,117 min,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,2018,April,Teens,United States,['Comedies']
5282,5282,81035872,Movie,Amar's Hands,Egypt,"April 26, 2019",2011,TV-14,125 min,"Dramas, International Movies","To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn.",2019,April,Teens,Egypt,"['Dramas', 'International Movies']"
5283,5283,81035865,Movie,An Hour and a Half,Egypt,"April 26, 2019",2012,TV-14,87 min,"Dramas, International Movies","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars.",2019,April,Teens,Egypt,"['Dramas', 'International Movies']"
5285,5285,70260989,Movie,Kon-Tiki,"United Kingdom, Norway, Denmark, Germany, Sweden","April 26, 2019",2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",2019,April,Teens,United Kingdom,"['Action & Adventure', 'Dramas', 'International Movies']"
5286,5286,80992501,Movie,Loving is Losing,Colombia,"April 26, 2019",2019,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",2019,April,Adults,Colombia,"['Comedies', 'International Movies', 'Romantic Movies']"
5287,5287,81076251,Movie,Money Trap,Turkey,"April 26, 2019",2019,TV-MA,122 min,"Comedies, Dramas, International Movies","When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",2019,April,Adults,Turkey,"['Comedies', 'Dramas', 'International Movies']"
5288,5288,81093925,Movie,Njan Prakashan,India,"April 26, 2019",2018,TV-PG,125 min,"Comedies, Dramas, International Movies","Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.",2019,April,Older Kids,India,"['Comedies', 'Dramas', 'International Movies']"
5289,5289,80191049,Movie,ReMastered: Devil at the Crossroads,United States,"April 26, 2019",2019,TV-14,49 min,"Documentaries, Music & Musicals","Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music.",2019,April,Teens,United States,"['Documentaries', 'Music & Musicals']"
5290,5290,70126573,Movie,Season of the Witch,United States,"April 26, 2019",2011,PG-13,95 min,"Action & Adventure, Sci-Fi & Fantasy",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,2019,April,Teens,United States,"['Action & Adventure', 'Sci-Fi & Fantasy']"
5292,5292,70242568,Movie,The Sapphires,Australia,"April 26, 2019",2012,PG-13,99 min,"Comedies, Dramas, Independent Movies","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",2019,April,Teens,Australia,"['Comedies', 'Dramas', 'Independent Movies']"
5293,5293,80217772,Movie,Enissa Amani: Ehrenwort,Germany,"April 26, 2018",2018,TV-MA,66 min,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",2018,April,Adults,Germany,['Stand-Up Comedy']
5294,5294,80164088,Movie,Kickboxer: Retaliation,United States,"April 26, 2018",2017,TV-MA,110 min,Action & Adventure,"Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute.",2018,April,Adults,United States,['Action & Adventure']
5295,5295,80081278,Movie,The Daughter,Australia,"April 26, 2017",2015,TV-MA,95 min,Dramas,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",2017,April,Adults,Australia,['Dramas']
5296,5296,81035869,Movie,A Mission in an Old Movie,United States,"April 25, 2019",2012,TV-MA,98 min,"Comedies, International Movies",A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.,2019,April,Adults,United States,"['Comedies', 'International Movies']"
5297,5297,81066244,Movie,Aurora,Philippines,"April 25, 2019",2018,TV-14,98 min,"Horror Movies, International Movies",A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims' bodies – until the dead come seeking shelter themselves.,2019,April,Teens,Philippines,"['Horror Movies', 'International Movies']"
5298,5298,80991404,Movie,Goosebumps 2: Haunted Halloween,"United States, United Kingdom","April 25, 2019",2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",2019,April,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
5299,5299,81035873,Movie,Love Station,Egypt,"April 25, 2019",2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",2019,April,Teens,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']"
5300,5300,81035862,Movie,Omar and Salma 3,Egypt,"April 25, 2019",2012,TV-MA,97 min,"Comedies, International Movies, Romantic Movies","In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job.",2019,April,Adults,Egypt,"['Comedies', 'International Movies', 'Romantic Movies']"
5301,5301,81094665,Movie,Shattered Memories,United States,"April 25, 2019",2018,TV-14,86 min,"Dramas, Thrillers","When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer.",2019,April,Teens,United States,"['Dramas', 'Thrillers']"
5302,5302,81035878,Movie,The Consul's Son,Egypt,"April 25, 2019",2011,TV-14,114 min,"Comedies, International Movies, Thrillers",A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.,2019,April,Teens,Egypt,"['Comedies', 'International Movies', 'Thrillers']"
5304,5304,70103759,Movie,The Ugly Truth,United States,"April 25, 2019",2009,R,96 min,"Comedies, Romantic Movies","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",2019,April,Adults,United States,"['Comedies', 'Romantic Movies']"
5305,5305,80182411,Movie,Bill Nye: Science Guy,United States,"April 25, 2018",2017,TV-PG,97 min,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",2018,April,Older Kids,United States,['Documentaries']
5306,5306,80205442,Movie,Fishtronaut: The Movie,Brazil,"April 25, 2018",2018,TV-Y,78 min,Children & Family Movies,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",2018,April,Kids,Brazil,['Children & Family Movies']
5307,5307,80226424,Movie,Psychokinesis,South Korea,"April 25, 2018",2018,TV-MA,102 min,"Action & Adventure, Comedies, International Movies","Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",2018,April,Adults,South Korea,"['Action & Adventure', 'Comedies', 'International Movies']"
5308,5308,80158042,Movie,Dear Zindagi,India,"April 25, 2017",2016,TV-PG,149 min,"Comedies, Dramas, International Movies",A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,2017,April,Older Kids,India,"['Comedies', 'Dramas', 'International Movies']"
5309,5309,80117684,Movie,Shepherds and Butchers,"South Africa, United States, Germany","April 25, 2017",2016,R,106 min,"Dramas, International Movies","When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",2017,April,Adults,South Africa,"['Dramas', 'International Movies']"
5310,5310,80106337,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Sweden,"April 25, 2017",2016,TV-MA,108 min,"Comedies, International Movies","In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.",2017,April,Adults,Sweden,"['Comedies', 'International Movies']"
5311,5311,80133552,Movie,Vir Das: Abroad Understanding,United States,"April 25, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",2017,April,Adults,United States,['Stand-Up Comedy']
5312,5312,80052683,Movie,Democrats,"Denmark, Zimbabwe","April 25, 2016",2014,NR,99 min,"Documentaries, International Movies","After Zimbabwe's disputed 2008 election results, political enemies are asked to write a new constitution and save their country from a bleak future.",2016,April,Adults,Denmark,"['Documentaries', 'International Movies']"
5313,5313,81077451,Movie,Fireflies,India,"April 24, 2019",2013,TV-MA,99 min,"Dramas, Independent Movies, International Movies","Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths.",2019,April,Adults,India,"['Dramas', 'Independent Movies', 'International Movies']"
5314,5314,81014345,Movie,Furthest Witness,"United States, United Kingdom","April 24, 2019",2017,TV-MA,88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",2019,April,Adults,United States,"['Dramas', 'Thrillers']"
5315,5315,80158976,Movie,Kevin James: Never Don't Give Up,United States,"April 24, 2018",2018,PG,62 min,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,April,Older Kids,United States,['Stand-Up Comedy']
5316,5316,80238655,Movie,The Magic Pill,"United States, Australia, South Africa, United Kingdom","April 24, 2018",2017,TV-PG,90 min,Documentaries,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses.",2018,April,Older Kids,United States,['Documentaries']
5318,5318,80995078,Movie,Little Singham in London,United States,"April 22, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies","Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.",2019,April,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
5320,5320,80003150,Movie,Secrets of Althorp - The Spencers,United States,"April 22, 2017",2013,TV-PG,54 min,"Documentaries, International Movies","Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years.",2017,April,Older Kids,United States,"['Documentaries', 'International Movies']"
5321,5321,70296578,Movie,Secrets of Scotland Yard,United Kingdom,"April 22, 2017",2013,TV-14,55 min,Documentaries,"Revisit famous cases and explore the history of Scotland Yard, one of the world's oldest detective forces and a name synonymous with crime solving.",2017,April,Teens,United Kingdom,['Documentaries']
5322,5322,70296574,Movie,Secrets of Selfridges,United States,"April 22, 2017",2014,TV-PG,55 min,Documentaries,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.,2017,April,Older Kids,United States,['Documentaries']
5323,5323,70309257,Movie,Secrets of Underground London,United Kingdom,"April 22, 2017",2014,TV-PG,55 min,"Documentaries, International Movies","Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more.",2017,April,Older Kids,United Kingdom,"['Documentaries', 'International Movies']"
5324,5324,80012520,Movie,Secrets of Westminster,"United States, United Kingdom","April 22, 2017",2014,TV-PG,55 min,"Documentaries, International Movies","Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings.",2017,April,Older Kids,United States,"['Documentaries', 'International Movies']"
5325,5325,80061161,Movie,Catching the Sun,"China, Germany, India, United States","April 22, 2016",2015,TV-14,74 min,Documentaries,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,2016,April,Teens,China,['Documentaries']
5326,5326,80082862,Movie,Patton Oswalt: Talking for Clapping,United States,"April 22, 2016",2016,TV-MA,66 min,Stand-Up Comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",2016,April,Adults,United States,['Stand-Up Comedy']
5331,5331,81030755,Movie,The Last Resort,United States,"April 21, 2019",2018,TV-14,70 min,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",2019,April,Teens,United States,['Documentaries']
5334,5334,80118916,Movie,Sand Castle,United States,"April 21, 2017",2017,TV-MA,113 min,"Action & Adventure, Dramas, Independent Movies","After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",2017,April,Adults,United States,"['Action & Adventure', 'Dramas', 'Independent Movies']"
5335,5335,80146759,Movie,Tramps,United States,"April 21, 2017",2017,TV-MA,83 min,"Independent Movies, Romantic Movies","Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.",2017,April,Adults,United States,"['Independent Movies', 'Romantic Movies']"
5336,5336,81073387,Movie,A Fortunate Man,Denmark,"April 20, 2019",2018,TV-14,168 min,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",2019,April,Teens,Denmark,"['Dramas', 'International Movies']"
5337,5337,80213712,Movie,Grass Is Greener,United States,"April 20, 2019",2019,TV-MA,98 min,Documentaries,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.,2019,April,Adults,United States,['Documentaries']
5338,5338,80207606,Movie,Paper Year,Canada,"April 20, 2019",2018,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies","A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.",2019,April,Adults,Canada,"['Dramas', 'Independent Movies', 'Romantic Movies']"
5342,5342,80192186,Movie,Dude,United States,"April 20, 2018",2018,TV-MA,97 min,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,2018,April,Adults,United States,"['Comedies', 'Dramas', 'Independent Movies']"
5343,5343,80216834,Movie,Kodachrome,"Canada, United States","April 20, 2018",2018,TV-MA,105 min,"Comedies, Dramas","A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film.",2018,April,Adults,Canada,"['Comedies', 'Dramas']"
5344,5344,80174436,Movie,Mercury 13,United States,"April 20, 2018",2018,TV-PG,79 min,Documentaries,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",2018,April,Older Kids,United States,['Documentaries']
5345,5345,70241596,Movie,Mac & Devin Go to High School,United States,"April 20, 2016",2012,R,76 min,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",2016,April,Adults,United States,['Comedies']
5346,5346,80174097,Movie,Boy Bye,United States,"April 2, 2019",2016,TV-MA,86 min,"Comedies, Romantic Movies","Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance, but she soon discovers he's hiding something from her.",2019,April,Adults,United States,"['Comedies', 'Romantic Movies']"
5347,5347,81076749,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,India,"April 2, 2019",2019,TV-14,120 min,"Comedies, Dramas, International Movies","As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves.",2019,April,Teens,India,"['Comedies', 'Dramas', 'International Movies']"
5348,5348,81066961,Movie,Jagat,Malaysia,"April 2, 2019",2015,TV-14,76 min,"Dramas, International Movies","In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime.",2019,April,Teens,Malaysia,"['Dramas', 'International Movies']"
5349,5349,80174687,Movie,Kevin Hart: Irresponsible,United States,"April 2, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",2019,April,Adults,United States,['Stand-Up Comedy']
5351,5351,80015799,Movie,Good Kill,United States,"April 2, 2017",2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",2017,April,Adults,United States,['Dramas']
5352,5352,80036657,Movie,The D Train,"United Kingdom, United States","April 2, 2017",2015,R,101 min,Comedies,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.,2017,April,Adults,United Kingdom,['Comedies']
5353,5353,81035861,Movie,Abdo Mota,Egypt,"April 19, 2019",2012,TV-MA,100 min,"Action & Adventure, Dramas, International Movies","Following the mysterious death of his parents, a young man finds himself enmeshed in the dark world of drugs and crime.",2019,April,Adults,Egypt,"['Action & Adventure', 'Dramas', 'International Movies']"
5354,5354,81037733,Movie,Brampton's Own,United States,"April 19, 2019",2018,TV-MA,90 min,"Dramas, Romantic Movies, Sports Movies","After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend.",2019,April,Adults,United States,"['Dramas', 'Romantic Movies', 'Sports Movies']"
5355,5355,81010166,Movie,Brené Brown: The Call to Courage,United States,"April 19, 2019",2019,TV-14,77 min,Documentaries,"With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",2019,April,Teens,United States,['Documentaries']
5356,5356,80112518,Movie,"I, Daniel Blake","United Kingdom, France, Belgium","April 19, 2019",2016,R,100 min,"Dramas, Independent Movies","While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",2019,April,Adults,United Kingdom,"['Dramas', 'Independent Movies']"
5359,5359,81033430,Movie,Music Teacher,India,"April 19, 2019",2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,2019,April,Teens,India,"['Dramas', 'Independent Movies', 'International Movies']"
5362,5362,81035851,Movie,Roh's Beauty,Egypt,"April 19, 2019",2014,TV-MA,98 min,"Dramas, International Movies","Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.",2019,April,Adults,Egypt,"['Dramas', 'International Movies']"
5363,5363,80202920,Movie,Someone Great,United States,"April 19, 2019",2019,R,92 min,"Comedies, Romantic Movies","On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends.",2019,April,Adults,United States,"['Comedies', 'Romantic Movies']"
5364,5364,81088285,Movie,The Mayo Clinic,United States,"April 19, 2019",2018,TV-14,116 min,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,2019,April,Teens,United States,['Documentaries']
5365,5365,81080942,Movie,The Ruthless,"Italy, France","April 19, 2019",2019,TV-MA,111 min,"Dramas, International Movies",A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,2019,April,Adults,Italy,"['Dramas', 'International Movies']"
5366,5366,80187301,Movie,All The Reasons To Forget,Brazil,"April 19, 2018",2017,TV-MA,90 min,"Comedies, Dramas, International Movies",A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,2018,April,Adults,Brazil,"['Comedies', 'Dramas', 'International Movies']"
5368,5368,80215782,Movie,Chasing the Dragon,"Hong Kong, China","April 19, 2018",2017,TV-MA,129 min,"Action & Adventure, Dramas, International Movies","In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",2018,April,Adults,Hong Kong,"['Action & Adventure', 'Dramas', 'International Movies']"
5369,5369,80172000,Movie,American Experience: Ruby Ridge,United States,"April 19, 2017",2017,TV-MA,53 min,Documentaries,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992.",2017,April,Adults,United States,['Documentaries']
5370,5370,80169778,Movie,Oklahoma City,United States,"April 19, 2017",2017,TV-14,102 min,Documentaries,Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.,2017,April,Teens,United States,['Documentaries']
5371,5371,81035844,Movie,30 Days of Luxury,Egypt,"April 18, 2019",2016,TV-14,91 min,"Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",2019,April,Teens,Egypt,"['Comedies', 'International Movies']"
5372,5372,81035842,Movie,Because We're Heading Out,Egypt,"April 18, 2019",2016,TV-14,99 min,"Comedies, International Movies",Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.,2019,April,Teens,Egypt,"['Comedies', 'International Movies']"
5373,5373,81035860,Movie,My Dog is My Guide,Egypt,"April 18, 2019",2013,TV-14,99 min,"Comedies, International Movies","Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with.",2019,April,Teens,Egypt,"['Comedies', 'International Movies']"
5374,5374,81035850,Movie,My Wife and My Wifey,United States,"April 18, 2019",2014,TV-14,99 min,"Comedies, International Movies",A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.,2019,April,Teens,United States,"['Comedies', 'International Movies']"
5375,5375,81035846,Movie,The Walls of the Moon,Egypt,"April 18, 2019",2015,TV-MA,98 min,"Action & Adventure, Dramas, International Movies","After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",2019,April,Adults,Egypt,"['Action & Adventure', 'Dramas', 'International Movies']"
